id,Probability,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
23724,0.071302071,0.9999999,33,0,0.467508181,6416,3,0,2,0,0
23725,0.052913712,0.849212063,61,0,0.402929261,3208,7,0,1,0,0
23726,0.032653257,0.434381861,54,0,0.485755849,8248,9,0,1,0,2
23727,0.008881048,0.046694319,57,0,0.17262619,12500,18,0,1,0,2
23728,0.084138163,0.561461794,26,0,5,NA,1,0,0,0,0
23729,0.00907413,0.024200783,68,0,1048,NA,6,0,1,0,0
23730,0.082404842,0.9999999,51,0,199,NA,3,0,0,0,0
23731,0.107184897,0.397689402,54,1,0.32499143,5833,8,0,2,0,2
23732,0.018152375,0.308442256,47,0,0.213855729,9800,12,0,0,0,0
23733,0.063067882,0.578115996,34,0,0.445163187,3400,4,0,1,0,0
23734,0.015868705,0.220717458,44,0,0.238657962,12100,11,0,2,0,4
23735,0.031849167,0.9999999,64,0,0.221126761,1419,3,0,0,0,0
23736,0.02366041,0.9999999,71,0,0,NA,0,0,0,0,0
23737,0.054317156,0.415479615,39,0,0.840106596,1500,10,0,1,0,2
23738,0.273774718,0.9999999,22,98,0,1972,0,98,0,98,0
23739,0.235414021,0.336550201,61,4,0.332416896,4000,10,0,1,0,0
23740,0.072358854,0.678650636,31,0,0.436990266,3800,12,0,1,0,0
23741,0.01200781,0.0299988,47,0,1503,NA,8,0,1,0,2
23742,0.022174342,0.273723549,46,0,0.434673079,8732,12,0,2,0,0
23743,0.068740085,0,41,1,0.205715188,6333,13,1,2,0,0
23744,0.039049766,0.435402539,43,0,0.017938353,3957,6,0,0,0,1
23745,0.020724971,0.218828123,36,0,0.045825696,6000,3,0,0,0,1
23746,0.080518962,0.945708852,58,0,0.864494632,2700,7,0,0,0,1
23747,0.253364973,0.999000167,64,1,0.189924115,4743,13,0,0,0,0
23748,0.152352569,0.257734384,56,2,0.261180008,2660,6,0,0,0,2
23749,0.029773179,0.370486749,55,0,1829,NA,8,0,0,0,0
23750,0.008140451,0.058976214,58,0,0.133130329,8209,10,0,2,0,0
23751,0.137549118,0,39,0,0.378928387,3881,9,1,1,0,0
23752,0.072156141,0.420346215,38,0,1.365630713,4375,12,0,2,0,2
23753,0.047766912,0.646696109,31,0,0.097271818,7000,4,0,0,0,0
23754,0.009366856,0.078021887,55,0,0.209450491,11300,18,0,2,0,2
23755,0.085244321,0.017316721,57,1,1.45726848,10916,9,0,3,0,2
23756,0.012491673,0.061065038,45,0,0.185057262,5500,7,0,1,0,4
23757,0.042122248,0.605736914,48,0,0.227455582,11931,9,0,1,0,1
23758,0.008406203,0.023628754,68,0,0.006997667,3000,6,0,0,0,0
23759,0.019665811,0.232688366,41,0,2186,0,5,0,1,0,0
23760,0.02250834,0.379485529,68,0,1832,NA,10,0,1,0,0
23761,0.064532846,0.004713612,59,1,0.077549789,3313,6,0,0,0,0
23762,0.015355415,0.28080934,70,0,0.237330815,3176,9,0,0,0,1
23763,0.080996691,0.285238254,47,1,1251,NA,7,0,1,0,0
23764,0.011174623,0.05982906,43,0,0.324806663,10085,12,0,2,0,1
23765,0.086016313,0.279178192,56,1,0.387806097,2000,12,0,0,0,0
23766,0.010478499,0.086426102,48,0,0.204737404,10300,7,0,1,0,0
23767,0.012476266,0.171257158,59,0,2341,NA,5,0,1,0,0
23768,0.072977438,0.970003,55,0,0.134582298,5230,3,0,0,0,2
23769,0.008147394,0.015934273,63,0,1062,NA,13,0,1,0,0
23770,0.012315283,0.102513808,64,0,0.586863317,5830,13,0,3,0,0
23771,0.01501858,0.172427586,80,0,1370,NA,8,0,1,0,NA
23772,0.089036107,0.1739221,82,1,0.742709313,2125,6,0,1,0,4
23773,0.121758558,0.577437919,52,1,0.096635323,8826,11,0,0,0,1
23774,0.012762289,0.103866198,46,0,1586,NA,5,0,1,0,0
23775,0.008538115,0.066077827,64,0,209,NA,3,0,0,0,0
23776,0.007034338,0.015291454,76,0,0.099024156,6250,4,0,1,0,1
23777,0.021923553,0.470577302,68,0,0.246436263,9750,18,0,1,0,0
23778,0.007918773,0.112772753,63,0,0.230119992,9833,6,0,1,0,1
23779,0.013009064,0.01611811,54,0,0.036449148,1700,14,0,0,0,0
23780,0.012313673,0.042226159,62,0,0.570714643,2000,8,0,1,0,0
23781,0.043713357,0.176528762,39,0,1.263357463,2900,6,0,2,0,0
23782,0.008406203,0.019181871,81,0,0.09820641,3400,10,0,0,0,1
23783,0.068948254,1.006815084,51,0,0.267793837,11000,10,0,1,0,0
23784,0.055080777,0.520929591,50,0,0.223510596,2500,6,0,0,0,1
23785,0.02607079,0.549887313,67,0,0.335696352,6770,28,0,0,0,0
23786,0.047934918,0.346254522,46,0,0.582536164,17143,14,0,5,0,3
23787,0.073441794,0.870283962,45,0,0.463192101,8000,8,0,2,0,0
23788,0.089270153,0.639438417,32,0,0.847860044,3200,11,0,2,0,0
23789,0.014329463,0.005335757,40,0,0.338187351,4600,7,0,2,0,0
23790,0.011173149,0.001530031,74,0,0.598480304,5000,18,0,1,0,0
23791,0.022309606,0.164604502,45,0,0.408550305,3110,9,0,1,0,3
23792,0.090197547,0.790105224,40,0,0.28287076,3566,11,0,0,0,1
23793,0.282097596,0.9999999,23,0,0,NA,0,1,0,0,NA
23794,0.015382889,0.092883729,48,0,0.427051672,5921,13,0,2,0,3
23795,0.023218866,0.273379105,54,0,0.440257021,13850,15,0,2,0,1
23796,0.032074742,0.328745368,48,0,0.138394252,3200,4,0,0,0,2
23797,0.028631526,0,37,0,0.964454318,3600,4,0,2,0,0
23798,0.469716295,0.957007165,47,2,0.911681386,6000,12,0,3,0,1
23799,0.034596216,0.661527343,59,0,0.096805657,4100,4,0,0,0,0
23800,0.009276986,7.20E-04,61,0,300,NA,5,0,0,0,1
23801,0.021775741,0.121698733,34,0,72,NA,6,0,0,0,0
23802,0.013348838,0.053521399,47,0,0.380834977,6083,6,0,1,0,0
23803,0.02399457,0.180592781,29,0,1722,NA,8,0,0,0,1
23804,0.079165231,0.024778789,57,0,0.207408818,10500,15,1,1,0,0
23805,0.012248234,0.072062192,50,0,3590,NA,11,0,3,0,NA
23806,0.068198931,0.244573723,54,1,0.27244614,9700,16,0,2,0,0
23807,0.014066308,0.082996471,79,0,1.020282413,3894,27,0,5,0,0
23808,0.220276709,0.796836719,49,1,1433,NA,7,0,0,0,2
23809,0.069384006,0.637543111,32,0,470,NA,14,0,0,0,0
23810,0.059297785,0.847576459,49,0,0.318342241,19833,18,0,1,0,0
23811,0.014244902,0.128374678,45,0,0.411007403,6213,5,0,1,0,4
23812,0.026756174,0.399160291,47,0,0.352303975,12000,12,0,2,0,3
23813,0.017140051,0.149241852,34,0,0.283341785,7887,9,0,2,0,0
23814,0.012542545,0.069438503,51,0,0.351087357,5425,13,0,2,0,0
23815,0.157598466,0.172667251,47,2,1108,NA,10,0,1,0,0
23816,0.008961641,0.019999651,60,0,0.164418346,6300,7,0,0,0,0
23817,0.249618821,0.753004788,47,1,0.645268234,3317,12,0,1,0,0
23818,0.014759555,0.08589146,38,0,635,NA,12,0,0,0,0
23819,0.011136077,0.015699477,47,0,0.2856619,5453,7,0,1,0,0
23820,0.031845085,0.988842575,67,0,0.318875025,5048,6,0,0,0,0
23821,0.008819979,0.093367953,65,0,3550,NA,22,0,3,0,0
23822,0.018570044,0.16824483,32,0,0.092536099,4916,5,0,0,0,0
23823,0.023530468,0.169468121,36,0,3949,1,4,0,2,0,0
23824,0.011574659,0.041155949,56,0,0.412289203,5158,15,0,1,0,0
23825,0.041436294,0.790867346,71,0,0.561262607,5353,6,0,2,0,1
23826,0.023246905,0.179184785,31,0,0.164749933,3738,9,0,0,0,0
23827,0.008939906,0.128697956,64,0,0.421830005,10764,10,0,3,0,1
23828,0.072408635,0.500357115,32,0,1.580521145,2340,7,0,1,0,1
23829,0.268576735,0.9999999,53,2,0.004736344,9500,8,3,0,0,1
23830,0.007562762,0.079292201,76,0,0.124238508,10833,15,0,1,0,0
23831,0.010173184,8.57E-04,52,0,0.229233173,14722,8,0,2,0,2
23832,0.125067836,0.806387226,41,0,0.036385446,2500,1,0,0,0,2
23833,0.017607829,0.097218622,45,0,0.950146628,3750,5,0,1,0,2
23834,0.020277859,0.31576917,33,0,0.287428667,11915,13,0,0,0,0
23835,0.015839386,0.005794575,44,0,8.52E-04,3520,5,0,0,0,3
23836,0.016778934,0.114267082,31,0,3.682634731,333,7,0,1,0,0
23837,0.4238294,0.9999999,30,0,0,3126,0,1,0,0,3
23838,0.019587578,0,24,0,0.182817183,1000,5,0,0,0,0
23839,0.151316327,0.159206324,47,2,0.317225578,4800,11,0,2,0,1
23840,0.008219208,0.022655638,72,0,41,NA,5,0,0,0,0
23841,0.01051523,0.04128235,56,0,0.214078746,5866,7,0,1,0,3
23842,0.041859345,0.3712036,44,0,0.53891204,8878,6,0,3,0,2
23843,0.014328699,0.242307098,61,0,0.24051539,18160,8,0,2,0,0
23844,0.016973598,0.313889387,59,0,0.316701138,3867,5,0,1,0,0
23845,0.01117258,0.103567356,64,0,0.428053586,6344,20,0,1,0,2
23846,0.006942569,0.033827266,71,0,0.128490401,4583,5,0,0,0,1
23847,0.032795337,0.376910337,72,0,0.932553957,1111,11,0,1,0,0
23848,0.042239898,0.658201335,62,0,0.516586538,4159,15,0,0,0,0
23849,0.020286761,0.28822853,55,0,0.457187971,13932,17,0,3,0,0
23850,0.232349094,0.9999999,23,0,0.081836327,500,0,1,0,0,0
23851,0.068361776,0.748550097,54,0,0.247115828,4333,9,0,1,0,1
23852,0.469435679,0.9999999,49,0,0.281184486,3815,3,1,1,2,4
23853,0.412190436,0.9999999,49,0,0.507423226,4916,4,1,1,0,0
23854,0.018465484,0.016049198,29,0,0.137562604,2994,3,0,0,0,2
23855,0.04137795,0.431980801,32,0,0.143509549,7225,8,0,0,0,4
23856,0.009885591,0.026946801,45,0,0.298219137,6625,5,0,1,0,2
23857,0.01200781,0.004208009,54,0,1008,NA,11,0,0,0,1
23858,0.011629542,0.05853885,48,0,0.251408835,5500,26,0,1,0,0
23859,0.011395481,0.02906742,57,0,29,NA,6,0,0,0,0
23860,0.009487456,0,58,0,0.340733847,7521,12,0,1,0,1
23861,0.007384764,0.009184845,63,0,0.1364053,12000,7,0,1,0,1
23862,0.181733653,0.247557793,58,2,0.599847173,3925,11,0,1,0,1
23863,0.015901716,0,48,0,33,NA,6,0,0,0,NA
23864,0.019604698,0.121276937,33,0,0.206058788,3333,20,0,0,0,0
23865,0.383988982,0.9999999,43,0,0.069272446,2583,1,1,0,0,0
23866,0.318413878,0.001616129,47,4,6.17E-04,1620,7,0,0,0,2
23867,0.030970784,0.468569267,53,0,0.315447425,6000,6,0,1,0,0
23868,0.215429831,0.576297444,50,0,0.259204471,6083,8,0,0,1,3
23869,0.009149319,0.011103065,65,0,9,NA,2,0,0,0,0
23870,0.016690737,0.019693696,92,0,1232,NA,12,0,1,0,0
23871,0.008802876,0.134612637,65,0,0.041612671,20834,7,0,1,0,2
23872,0.00781415,0.00411755,58,0,0.127439812,13166,9,0,1,0,0
23873,0.008482886,0.069212848,59,0,2145,NA,6,0,2,0,0
23874,0.019305622,0.14638461,37,0,0.35508715,7400,8,0,1,0,2
23875,0.062834186,0.024999219,54,1,0.477480034,24666,15,0,6,0,0
23876,0.02341338,0.321393833,54,0,0.403480152,5516,14,0,1,0,2
23877,0.066439353,0.91541509,57,0,0.359602605,14896,9,0,2,0,1
23878,0.090155015,0.534073462,27,0,0.50219912,2500,14,0,0,0,1
23879,0.020440253,0.028728331,31,0,127,NA,7,0,0,0,0
23880,0.109402867,0.128458897,26,0,218,0,8,1,0,0,1
23881,0.010028866,0,79,0,673,NA,5,0,1,0,0
23882,0.014759555,0.088072689,40,0,1456,NA,5,0,2,0,NA
23883,0.109585828,0.011125976,73,2,33,NA,11,0,0,0,0
23884,0.008362377,0.005699715,95,0,3,NA,1,0,0,0,NA
23885,0.053238068,0.9999999,56,0,0.306016783,5600,4,0,1,0,0
23886,0.095684048,0.754352698,35,0,0.563193768,5134,6,0,2,0,2
23887,0.012038027,0.088840974,41,0,0.292819114,7700,7,0,1,0,3
23888,0.008511079,0.071540681,67,0,0.038147139,1100,5,0,0,0,0
23889,0.10415769,0.9999999,27,0,0,2600,0,0,0,0,0
23890,0.597550253,1.002532996,54,4,1148,NA,8,0,0,1,0
23891,0.025703385,0.432109402,53,0,0.287204753,6900,11,0,1,0,1
23892,0.071175053,0.566286743,26,0,0.215776441,2826,6,0,0,0,0
23893,0.389597648,0.825793552,40,2,0.955522239,2000,9,0,0,0,2
23894,0.011410153,0.069895774,65,0,0.507199177,5833,21,0,2,0,0
23895,0.0982987,0.00115006,51,2,2395,NA,20,0,2,0,0
23896,0.009552656,0.026722996,57,0,0.299981368,5366,9,0,2,0,0
23897,0.100783345,0.862600821,34,0,0.174386074,3216,4,0,0,0,1
23898,0.042410554,0.637729903,66,0,0.813820674,3501,14,0,1,0,0
23899,0.064384728,0.9999999,70,0,1402,NA,5,0,2,0,0
23900,0.008679952,0,77,0,0,3800,5,0,0,0,0
23901,0.011342326,0.029438822,50,0,0.135665834,2800,3,0,0,0,0
23902,0.084714511,0.250058634,56,1,0.748991405,5700,19,0,2,0,0
23903,0.017570285,0.129883517,50,0,0.933103151,6950,9,0,3,0,1
23904,0.009177601,0.062613391,77,0,0.353329334,5000,8,0,1,0,0
23905,0.008690496,0.01744532,55,0,0.200079992,10000,6,0,1,0,0
23906,0.090817935,0.298059965,54,1,0.784431138,500,4,0,0,1,0
23907,0.014206644,0.136859209,58,0,0.801878179,7666,16,0,2,0,0
23908,0.029696832,0.284214473,47,0,0.613709063,6564,4,0,2,0,0
23909,0.016083202,0.014089628,35,0,0.164925034,2200,4,0,0,0,0
23910,0.03861357,0.434023582,38,0,0.264905391,2800,6,0,0,0,3
23911,0.009084818,0,82,0,48,NA,2,0,0,0,0
23912,0.08511381,0.766204385,53,0,0.537858368,4080,13,0,0,0,2
23913,0.011425252,0,52,0,0.243864143,12100,5,0,2,0,0
23914,0.008348507,0.090996416,60,0,0.236541999,8154,9,0,1,0,1
23915,0.275589012,0.243738697,54,9,0.496943627,4416,30,0,1,2,1
23916,0.043037109,0.9999999,72,0,0,NA,1,0,0,0,0
23917,0.257133597,0.892931097,60,3,0.399768868,11248,13,0,2,0,0
23918,0.012355898,0.025303614,38,0,0.057282972,9583,6,0,0,0,3
23919,0.075199067,0.870823102,45,0,0.293823577,6200,16,0,0,0,2
23920,0.205864645,1.00313917,29,1,2.568862275,500,12,0,0,1,0
23921,0.009133945,0.029877646,69,0,0.386485089,5800,11,0,2,0,0
23922,0.021941656,0.081757706,40,0,0.622075585,5000,12,0,2,0,1
23923,0.013680057,0.054024256,50,0,0.44988847,13000,14,0,6,0,1
23924,0.007651802,0.071901338,70,0,0.006142506,7325,8,0,0,0,0
23925,0.009031724,0.007898746,65,0,0.003332223,3000,7,0,0,0,0
23926,0.01364086,0.015465657,52,0,0.231933733,3500,19,0,0,0,3
23927,0.073615115,0.67520117,31,0,0.403830142,1200,6,0,0,0,1
23928,0.628296796,1.053489952,36,3,0.330166955,6947,17,0,1,1,1
23929,0.010407635,0.035604855,47,0,0.173991907,7166,8,0,1,0,3
23930,0.013058909,0.066335588,50,0,0.433951783,9000,10,0,2,0,0
23931,0.349949055,0.966754156,39,2,0.077406455,3500,2,0,0,0,0
23932,0.12829638,0.260265229,47,0,0.202159568,5000,10,1,0,0,0
23933,0.018259693,0.083301285,26,0,0.00542281,5900,2,0,0,0,0
23934,0.0288347,0.817318268,61,0,0.100958638,14916,4,0,0,0,0
23935,0.28466443,0.9999999,47,2,0.221095113,9167,4,0,4,0,0
23936,0.007665306,0.046609643,64,0,0.238055498,9585,8,0,2,0,0
23937,0.023160926,0.107764075,39,0,0.835988754,3200,5,0,2,0,0
23938,0.074654137,0.9999999,31,0,0,NA,0,0,0,0,0
23939,0.01625264,0,42,0,0,3774,1,0,0,0,0
23940,0.007717698,0.005435712,61,0,0.179697172,10500,11,0,1,0,0
23941,0.32438603,1.000284252,60,1,0.786534865,3742,8,0,1,3,1
23942,0.213140774,0.805219478,59,1,0.814082553,5765,16,0,1,1,0
23943,0.020481481,0.392331299,65,0,0.29986736,9800,6,0,1,0,0
23944,0.010656968,0.116663889,52,0,0.130241974,10372,6,0,1,0,2
23945,0.007626239,0.099036382,76,0,1937,NA,6,0,2,0,0
23946,0.17396996,0.132913736,40,2,0.476495726,3275,7,0,1,1,1
23947,0.205696132,0.676550117,43,0,0.401799743,7000,10,4,0,0,4
23948,0.021056171,0.07106487,53,0,8.852702946,33333,8,0,0,0,0
23949,0.008793504,0.021751181,67,0,0.047568031,4666,11,0,0,0,1
23950,0.020523315,0.156082379,52,0,0.185879413,3200,8,0,0,0,2
23951,0.073609777,0.9999999,48,0,0.006257333,5113,1,0,0,0,0
23952,0.023390989,0.380992278,61,0,0.409832693,14583,20,0,1,0,2
23953,0.024564594,0.343561455,65,0,0.489725514,6666,8,0,1,0,0
23954,0.06510945,0.094278131,55,1,0.457023061,6200,14,0,1,0,0
23955,0.093569025,0.9999999,31,0,0.59974656,5523,4,0,1,0,0
23956,0.011870765,0.12451056,62,0,0.556481173,3000,8,0,2,0,1
23957,0.210444281,0.791760221,60,2,0.154079629,5600,14,0,0,0,0
23958,0.144999225,0.980667472,52,0,1.359276018,1104,6,0,0,0,0
23959,0.014624514,0.026767172,42,0,0.408540925,5619,8,0,2,0,0
23960,0.007437752,0,63,0,0.121349847,8800,4,0,1,0,1
23961,0.256590226,0.785975781,64,0,0.204689245,2686,4,0,0,1,0
23962,0.034933114,0.982869379,77,0,0.029673591,1347,4,0,0,0,0
23963,0.059288048,0.107183664,38,1,0.455776748,11000,20,0,2,0,1
23964,0.060441458,0.118690488,71,1,0.50950794,5100,18,0,3,0,0
23965,0.166976161,0.940669492,41,0,0.828141499,7575,8,0,2,0,0
23966,0.009992839,0.056448053,62,0,1716,NA,11,0,2,0,0
23967,0.012144759,0.018244216,49,0,0.021398548,5233,6,0,1,0,2
23968,0.047870975,0.485182716,35,0,0.452208106,3305,11,0,0,0,2
23969,0.045129463,0.239629942,28,0,1.028823803,2150,8,0,2,0,0
23970,0.008635248,0.048126343,69,0,0.165533786,2500,9,0,0,0,0
23971,0.009446193,0.118387433,71,0,0.358041417,5166,8,0,1,0,1
23972,0.034900874,0.522910068,62,0,0.450878209,5180,12,0,1,0,1
23973,0.545853878,1.282392027,36,4,0.267665953,1400,5,0,0,1,0
23974,0.077169436,0.196894561,40,1,72,NA,2,0,0,0,0
23975,0.356330724,0.9999999,27,1,89,NA,1,0,0,1,0
23976,0.29481984,0.859938747,55,1,0.588215142,2918,12,0,1,0,0
23977,0.020410875,0.286745917,44,0,0.234031681,5870,5,0,1,0,3
23978,0.009660624,0.012032932,55,0,71,NA,1,0,0,0,0
23979,0.007387284,0,70,0,1584,NA,3,0,1,0,0
23980,0.0665335,0,35,1,2562,NA,7,0,1,0,1
23981,0.023281389,0.272162852,46,0,0.477050958,8300,16,0,2,0,1
23982,0.476324034,0.93482607,33,2,2.441827266,1400,8,0,1,2,1
23983,0.136843836,8.69E-04,29,0,0.733422193,3000,5,3,1,2,2
23984,0.016877512,0.14337142,41,0,966,NA,7,0,0,0,2
23985,0.044082307,0.9999999,59,0,0.413612565,2291,2,0,0,0,1
23986,0.011736017,0.052394849,57,0,0.057485629,4000,22,0,0,0,2
23987,0.044981765,0.418199621,44,0,0.597044513,5548,12,0,1,0,0
23988,0.104889337,0.920815837,26,0,0.277146465,1583,7,0,0,0,0
23989,0.021898194,0.124682962,53,0,2.123125852,2200,12,0,2,0,0
23990,0.104419544,0.533472431,37,0,1.249833444,1500,11,0,2,0,2
23991,0.593442535,1.389443652,30,1,0.25189924,2500,6,4,0,1,1
23992,0.011238884,0.143973396,57,0,0.13397767,6000,8,0,0,0,0
23993,0.016661038,0.073197072,32,0,0.05799536,12500,6,0,0,0,2
23994,0.020618206,0.276361819,52,0,769,NA,3,0,2,0,0
23995,0.06984556,0.520022856,49,0,0.770046929,4900,10,0,1,0,2
23996,0.017803305,0.245598618,68,0,0.432657495,2761,6,0,2,0,1
23997,0.118544008,0.946053946,24,0,0.023993145,1166,1,0,0,0,0
23998,0.012192091,0.187751534,77,0,0.412704835,9885,21,0,3,0,0
23999,0.011661884,0,45,0,0.215373012,14583,12,0,1,0,2
24000,0.410580075,0.9999999,42,0,40,NA,0,2,0,0,0
24001,0.08510668,0.9999999,28,0,0.097686375,3500,1,0,0,0,0
24002,0.014515139,0.017578485,33,0,0.252731948,9333,7,0,1,0,0
24003,0.074747948,0.9999999,52,0,0.232123451,4600,3,0,0,0,2
24004,0.012687481,0.058395564,53,0,0.133235725,4780,6,0,0,0,2
24005,0.066220363,0.8226846,46,0,0.267111535,10489,11,0,1,0,2
24006,0.015164045,0.24081426,66,0,0.392081056,7500,8,0,2,0,0
24007,0.107911101,0.852071855,53,0,0.641964853,4722,12,0,2,0,0
24008,0.012911038,0,49,0,0.281705741,5416,6,0,1,0,0
24009,0.009399987,0.100457991,54,0,0.109408807,17100,4,0,1,0,1
24010,0.014576845,5.33E-04,44,0,0.43976004,6000,7,0,1,0,2
24011,0.23673676,0.447001377,43,2,0.479714065,5175,18,0,1,0,4
24012,0.008093343,0.002452131,72,0,5,0,10,0,0,0,0
24013,0.29143025,0.105788423,27,3,0.405952104,4300,8,2,0,1,2
24014,0.017525933,0.082531133,46,0,0.52719958,17150,11,0,4,0,4
24015,0.051789381,0.95910409,58,0,0.24572345,5611,10,0,0,0,0
24016,0.011635159,0,44,0,0.159507486,7146,4,0,2,0,1
24017,0.287564034,0.62501335,65,4,0.565614208,12161,20,1,1,1,1
24018,0.017794298,0,44,0,0.463821532,5154,12,0,2,0,4
24019,0.028048978,0.516812843,56,0,0.267462423,15833,12,0,2,0,0
24020,0.042882616,0.651112407,51,0,0.266199399,6990,6,0,1,0,2
24021,0.203307774,0.745564404,58,1,0.814382499,12250,15,0,4,0,0
24022,0.007152184,0.007715438,69,0,1800,NA,15,0,2,0,0
24023,0.065171376,0.753816412,39,0,0.221709433,5416,2,0,1,0,3
24024,0.033731352,0.286930702,44,0,0.775499744,1950,13,0,0,0,1
24025,0.01567174,0.029827346,48,0,0.443489755,3025,14,0,1,0,0
24026,0.008882654,0.010948781,64,0,0.198649409,3553,9,0,1,0,0
24027,0.007808547,0.008693705,61,0,0.154605674,8000,10,0,1,0,1
24028,0.007347326,0.044767967,70,0,0.0056,11249,7,0,0,0,0
24029,0.01514208,0.059611804,43,0,0.47137869,9450,13,0,3,0,0
24030,0.020440253,0.015267625,34,0,37,NA,14,0,0,0,0
24031,0.012409939,0.088927301,61,0,0.529908973,6151,6,0,1,0,0
24032,0.007320606,0.048788805,69,0,0.249923266,13031,25,0,2,0,0
24033,0.007946484,0.0622022,61,0,0.228738563,13333,14,0,2,0,0
24034,0.015007075,0.276079253,92,0,0.124918673,4610,7,0,0,0,0
24035,0.034214628,0.422390042,43,0,2710,NA,10,0,1,0,0
24036,0.021629159,0.23184956,43,0,29,NA,1,0,0,0,0
24037,0.111980243,0.02004082,85,2,0.119848771,2644,11,0,1,0,0
24038,0.216746075,0.340619731,39,2,0.577220789,2712,8,0,1,0,2
24039,0.056033038,0.525488756,29,0,0.346627566,5114,12,0,1,0,1
24040,0.012197323,0.209928753,61,0,0.252231877,8400,14,0,1,0,1
24041,0.319400596,0.9999999,28,0,0,NA,0,2,0,0,NA
24042,0.009493352,0,71,0,0.018902038,6083,8,0,0,0,0
24043,0.03368216,0.342627753,48,0,0.404583423,4668,6,0,1,0,4
24044,0.013727977,0.003948092,53,0,0.362870025,5100,11,0,1,0,4
24045,0.054064535,0.9999999,66,0,0,NA,0,0,0,0,1
24046,0.270803258,0.942141048,32,1,0.474603386,7500,10,1,1,0,3
24047,0.22173965,0.310031943,57,3,0.530503413,4687,17,0,1,0,0
24048,0.01574571,0.228771229,56,0,0.426890954,8500,6,0,1,0,0
24049,0.014450058,0.214185601,68,0,0.420215957,3333,13,0,2,0,0
24050,0.014023631,0,46,0,0,4000,2,0,0,0,0
24051,0.052121784,0.404126318,42,0,0.683327959,3100,11,0,1,0,2
24052,0.006905154,0.002452738,69,0,49,NA,2,0,0,0,0
24053,0.115729002,0.027246594,34,0,0.036792641,5000,4,0,0,1,0
24054,0.007197646,0.041867319,69,0,0.315209221,7981,11,0,1,0,0
24055,0.008570536,0.01113097,72,0,0.160614302,6250,8,0,1,0,3
24056,0.465965347,1.040986338,52,1,0.348730254,5000,4,0,1,0,3
24057,0.019314694,0.018320535,27,0,0.006138393,3583,2,0,0,0,0
24058,0.008766224,0,73,0,0.042253521,2200,2,0,1,0,0
24059,0.008916096,0.035011481,55,0,1060,0,10,0,1,0,0
24060,0.011612468,0.00759244,45,0,2140,NA,9,0,1,0,7
24061,0.007741317,0.003552032,85,0,1631,NA,14,0,1,0,NA
24062,0.015597014,0.160465157,46,0,0.315717762,10274,6,0,1,0,7
24063,0.011065252,0.016077874,53,0,2263,NA,9,0,1,0,0
24064,0.091504105,0.042604065,69,0,0.291169451,2932,5,1,1,0,0
24065,0.352821204,0.976747667,71,2,1155,NA,15,1,0,0,0
24066,0.069745065,0.9999999,39,0,0.27264891,11600,6,0,2,0,2
24067,0.062313883,0.001799246,61,1,0.394905975,4200,7,0,1,0,0
24068,0.010601499,0.091144553,46,0,0.231401024,8400,7,0,1,0,0
24069,0.067862327,0.9999999,44,0,0.481178568,9536,2,0,2,0,2
24070,0.102025179,0.73910519,42,0,0.760236145,5250,7,0,2,0,3
24071,0.01047301,0.052205696,50,0,0.069231605,9200,11,0,0,0,0
24072,0.008238853,0.069671972,62,0,0.160906516,7059,15,0,1,0,2
24073,0.278705217,0.601902646,73,0,1.676335878,1309,3,1,1,1,0
24074,0.035881532,0.365596561,43,0,4213,NA,10,0,1,0,0
24075,0.008140451,0.047543617,60,0,0.221194159,6916,18,0,1,0,1
24076,0.453812016,0.9999999,47,2,0.600114253,3500,4,2,3,1,0
24077,0.01345855,0.306291666,73,0,0.197257535,7000,10,0,0,0,1
24078,0.213115977,0.44451931,30,0,0.74341661,1480,7,0,0,1,0
24079,0.01300459,0.004874797,90,0,3,NA,2,0,0,0,0
24080,0.142788595,0.584822137,56,1,0.195767196,5102,9,0,0,0,1
24081,0.007219714,0.025540565,75,0,0.129049057,9600,9,0,1,0,0
24082,0.072181635,0,49,1,1226,NA,3,0,1,0,0
24083,0.007284604,0.028565714,85,0,0.004544628,5500,3,0,0,0,0
24084,0.391426779,0.960026649,26,2,0.201765775,3850,5,0,0,0,0
24085,0.012616885,0.173048644,71,0,0.023630993,4400,4,0,0,0,0
24086,0.027522641,0.391447031,50,0,0.093581284,5000,5,0,0,0,1
24087,0.012385153,0.080344333,53,0,54,NA,3,0,0,0,0
24088,0.037749605,0.9999999,61,0,0.113258186,3725,1,0,0,0,0
24089,0.016849967,0.057652268,52,0,0.518413598,4941,12,0,5,0,2
24090,0.045438105,0.413662717,27,0,0.208964264,3301,6,0,0,0,1
24091,0.016377956,0.057262969,29,0,0.078584283,5000,4,0,0,0,0
24092,0.064504558,0.089018074,65,1,0.451274363,2000,14,0,0,0,1
24093,0.009989603,0.010453153,81,0,38,NA,15,0,0,0,0
24094,0.019241427,0.316260328,44,0,0.327119396,6758,7,0,2,0,3
24095,0.020136229,0.030614207,41,0,0.553920868,7000,14,0,1,0,2
24096,0.00799402,0.063808512,56,0,0.002499792,12000,3,0,0,0,0
